u,g,r,i,z,redshift
19.82781,17.87146,16.86938,16.41091,16.07534,0.1121127
23.05384,23.00594,22.90719,21.59905,22.73825,0.8818427
22.44363,22.57355,20.50052,19.36975,18.76419,0.5964086
24.69732,23.09122,20.96559,19.862,19.43184,0.6111047
18.35264,17.11026,16.39599,15.97652,15.71982,0.06193325
23.20626,23.37419,21.5405,20.418,19.77153,0.6866307
23.41225,22.15608,20.59702,19.65252,19.16581,0.5059031
20.28608,18.53049,17.42401,16.96586,16.6577,0.1572207
20.23928,20.08536,20.26151,20.07989,20.03107,1.994193
20.398,20.33165,20.27279,20.00157,20.04237,1.85423
26.36397,21.19663,19.68004,18.80383,18.45436,0.4641855
22.63774,21.35762,20.61673,20.4689,20.3593,-0.0001406975
25.60975,21.43259,19.74206,18.5873,18.32808,0.5512291
23.18314,22.53338,20.81514,19.68583,19.30849,0.6455988
27.21407,24.60717,22.19328,20.86071,19.96013,0.8770036
21.50682,20.54245,20.30667,20.3768,20.2104,-0.0004461335
23.33365,23.36536,23.77847,23.47867,22.61872,0.8632656
24.71095,22.86206,21.24462,20.18609,19.73003,0.5259427
22.48079,21.48216,20.35747,19.85872,19.63251,-0.0003464938
24.59441,21.32073,19.43598,18.85512,18.48519,0.4158715
22.12831,21.8782,20.11707,20.44126,19.15034,0.413293
19.98605,19.1581,18.8882,18.82921,18.80568,0.0003109139
18.57761,17.33401,16.58895,16.20331,15.93323,0.08723932
20.8865,20.8295,20.76822,20.61127,20.44568,2.072082
25.63925,23.34694,22.89968,21.73952,21.64148,0.8055109
22.18847,23.49743,21.53717,20.53293,19.63795,1.020471
18.94806,17.58871,16.78334,16.37307,16.09548,0.139277
21.44308,20.84007,20.7302,20.63688,20.87581,1.987262
17.41769,15.57033,14.91096,14.71645,14.62193,-0.0001034478
24.12278,21.503,21.02047,21.09594,20.23171,0.0003447286
22.39934,21.83229,20.11911,19.03269,18.58409,0.5620424
20.96346,20.28952,20.12786,19.491,19.28792,0.6121384
17.03773,16.11668,15.6999,15.52521,15.4658,-0.0003489269
20.92347,18.78669,17.35353,15.72442,14.76899,-8.189987e-05
21.92447,21.30873,21.1126,20.89242,20.74909,0.8170815
23.43406,23.18611,22.78174,21.92495,21.85557,1.270183
22.37738,20.29334,18.71009,18.13742,17.72638,0.3124985
19.29663,18.0386,17.40731,17.01289,16.71405,0.099319
19.06395,17.96154,17.38879,17.42089,16.83453,0.09099627
23.71571,21.48132,21.04228,20.85388,21.34647,0.1399705
19.67331,18.34122,17.68736,17.3847,17.19006,0.02466586
22.01639,21.33445,21.00086,20.38468,20.23878,1.673531
21.12687,18.807,17.70626,17.26436,16.93817,0.1435299
22.77442,21.12385,19.88385,19.07971,18.5353,0.5689296
19.91253,18.09652,17.135,16.73394,16.40793,0.1163223
22.09782,20.70873,20.27612,20.05825,19.97538,1.272174
22.12555,21.42635,21.42705,21.36883,21.53324,-0.0002747859
22.87952,21.3137,20.10067,19.20293,18.73268,0.6308298
20.10366,18.36204,17.46947,17.04536,16.72039,0.06894649
24.12979,22.56191,21.05276,20.25785,20.50882,0.898243
23.94687,21.75176,19.9515,18.98121,18.56978,0.4831149
17.93827,16.84303,16.38441,16.19034,16.11195,-0.0001428339
23.10661,21.40132,19.92448,18.9701,18.45913,-0.0002041165
24.35042,21.70725,20.67982,20.47985,19.96913,3.699981
21.76909,21.61943,21.61904,21.3081,21.90923,1.935038
18.95171,17.76074,17.24388,16.89646,16.69724,0.0748955
19.99483,18.23015,17.25534,16.82745,16.5432,0.170794
20.12711,18.20866,17.16051,16.74264,16.40843,0.1347564
23.12209,20.96529,19.13818,18.48131,18.1171,0.3613059
24.53067,20.45767,18.9034,18.2347,17.84962,0.273811
20.43324,18.53698,17.32031,16.87195,16.55968,0.223606
19.38709,17.71974,16.77726,16.3171,15.97044,0.1351086
26.22758,22.81286,20.95168,19.70899,19.14124,0.6104841
25.94686,21.00965,19.10862,18.45398,17.99504,0.3858252
21.84387,19.91504,18.66752,18.13918,17.84882,0.2269911
16.83359,15.43211,14.79502,14.48839,14.21164,0.02572999
19.69219,17.92327,16.99008,16.51986,16.17528,0.09061342
19.65552,19.4722,19.11082,19.08171,19.10262,1.048349
23.42178,21.41524,20.14865,18.87432,18.21298,-0.0001466018
20.89717,20.36846,20.23082,20.27333,19.71345,2.488438
21.86642,21.58974,19.54634,18.5934,18.28211,0.5102429
22.06865,22.07543,21.49331,21.02215,21.19063,0.9342923
22.5686,22.4656,22.14669,21.34599,22.87311,1.002509
25.15648,24.92985,22.12709,20.70555,19.87104,0.6481239
21.98652,20.45936,20.06623,20.10977,20.07906,3.043504
19.97173,19.847,19.6492,19.67089,19.57334,0.9624888
21.41459,20.57823,19.32756,18.72663,18.3186,0.3812929
25.27846,22.47403,20.69957,19.79468,19.3187,0.517652
22.17407,21.47629,21.06004,21.04505,20.95653,1.373225
19.85867,20.14069,18.93318,19.06297,24.25224,0.9977748
22.00043,22.22165,20.76592,19.69879,19.34614,0.6201391
18.73616,17.63298,17.25446,16.95316,16.82972,0.05533141
21.3108,19.29181,17.90407,17.36609,16.98875,0.2351479
21.07093,20.40824,20.01672,19.96214,20.07488,0.1646601
21.55918,21.02139,20.79093,20.67606,20.48381,8.508999e-05
23.60115,21.89499,20.26387,19.29806,18.80276,0.5093262
19.70783,17.85652,17.01372,16.62867,16.32545,0.08796579
22.52887,22.20653,22.0681,21.4946,21.24174,2.639435
23.10159,22.47028,22.06009,21.64989,20.73721,0.8198006
26.03973,21.91843,21.37911,21.38716,21.5409,0.1797885
23.97925,21.98189,20.45577,19.41529,18.80875,0.575056
20.57995,18.53735,17.36818,16.90698,16.55985,0.1689763
22.33228,21.39547,21.3107,21.35847,21.82251,-0.0007735179
21.65521,21.37818,21.20997,20.74121,20.88692,1.909992
23.03906,21.35723,21.07216,20.98735,21.37546,1.101511e-05
23.27123,22.65343,22.27481,21.36443,21.12541,0.7973652
24.29508,22.10277,20.28361,19.25512,18.86602,0.5238959
18.96578,18.05011,17.77806,17.67322,17.66643,-0.0005565008
20.90265,20.53582,20.44001,20.11485,19.83944,2.143019
19.25928,19.2162,18.73727,18.59191,18.61114,1.25941
22.5502,20.94518,19.94955,19.08764,18.85086,0.5919018
18.87812,17.32023,16.51781,16.00802,15.71658,0.08441149
19.75797,18.46468,17.89767,17.6619,17.49728,-0.0004134056
21.09256,19.55667,18.43311,17.92924,17.54952,0.2710486
19.84017,18.38803,17.59465,17.10939,16.85937,0.1276646
20.521,18.70396,17.64533,17.16023,16.83449,0.1230315
26.7228,22.5669,20.44396,19.37062,18.88694,0.5691207
23.70502,23.86753,21.84871,20.56457,19.81991,0.6473187
25.05326,21.74103,21.55933,21.55559,21.57244,3.249745
24.19492,21.84115,20.63394,20.4748,20.40594,3.737382
20.61604,18.37836,17.01886,16.50819,16.12948,0.2019878
23.82302,21.89592,20.14697,19.33489,18.85664,0.456992
22.76046,21.603,20.57424,19.75045,19.43655,0.5816793
23.9588,25.07753,18.39366,23.41766,22.47547,0.5618479
17.13744,14.81121,13.70485,13.0737,12.62593,0.01470186
23.46482,22.33689,20.90505,19.86001,19.24836,0.5882593
25.2148,24.65039,22.01794,20.86049,19.95876,0.5533386
21.53027,19.77131,18.39871,17.90961,17.56183,0.2199043
18.12349,17.04369,16.97194,17.00398,17.05846,4.367378e-05
20.59676,19.09562,18.50235,18.2839,18.14776,-0.0001217629
22.55976,21.3403,19.47905,18.71847,18.27126,0.4254469
19.9569,18.43931,17.80953,17.52382,17.4095,-0.0001315581
24.00672,22.31449,20.63023,19.843,19.36049,0.4957399
19.45951,16.97769,16.00468,15.68439,15.49906,2.924977e-05
21.87155,20.00318,18.93399,18.4793,18.17235,0.1557931
21.27451,19.89677,19.66547,19.60639,19.56772,0.0001103832
21.65784,21.62,21.21747,21.06026,20.82051,1.384746
23.28869,21.28495,19.38979,18.7488,18.40854,0.3335857
25.6977,22.65393,20.89894,19.74794,19.24429,0.6099752
22.93628,22.27767,21.83801,20.97735,20.82362,0.8027601
26.05264,22.62423,20.41222,19.3092,18.82027,0.5665106
21.35992,18.96,17.44868,16.2746,15.63831,2.38223e-05
22.95586,21.11931,19.3135,18.53446,18.05288,0.4552166
22.09629,20.68326,18.89132,18.24396,17.77967,0.3913617
21.90292,19.43848,18.09329,17.61892,17.06034,0.1306191
18.31998,16.79485,16.25233,16.06012,15.97768,8.797619e-05
19.5605,18.56355,18.19279,18.06706,17.98603,-0.0005381125
23.48155,21.86751,20.4191,19.56512,19.20685,0.4623771
19.95181,19.5349,19.33933,19.26045,19.2511,1.399054
23.6853,25.1155,22.57768,21.6132,21.44578,2.826226
23.06107,21.23881,19.79315,18.71319,18.18458,0.5589278
26.81541,22.56604,20.94248,19.87335,19.53483,0.5093844
19.40122,17.74922,17.16027,16.93737,16.84746,-5.550768e-05
20.7071,20.71549,20.47168,20.53314,20.3744,1.357553
18.53787,17.11841,16.43196,16.05398,15.76792,0.03682172
23.70725,21.95075,20.44719,19.3593,18.98662,0.5360565
19.48073,19.31122,19.04914,19.03145,19.03603,1.100653
22.79919,20.9382,19.18399,18.56224,18.26516,0.3338543
22.80916,20.70942,20.5652,20.55468,20.36559,2.815635
22.96497,21.69195,20.54655,19.63967,19.30827,0.6498068
22.24763,22.26573,21.12346,20.32097,20.23249,0.6813919
19.71418,18.94139,18.36513,18.10093,17.93489,0.2212317
21.96727,21.40306,21.24956,21.19781,20.70651,1.412417
24.17783,21.27197,19.27655,18.56749,18.06417,0.3000177
23.37078,21.78177,20.00118,19.12612,18.63501,0.4673093
23.62128,22.41583,21.58989,21.4504,21.45662,0.2601486
22.26741,21.74936,21.91199,21.6042,20.82483,1.73904
22.05485,21.41526,20.10944,19.65504,19.26443,0.4560598
19.24509,18.32129,17.95342,17.78476,17.71366,1.57024e-05
22.17934,21.00455,20.36305,20.0961,19.69033,5.765796e-05
24.76697,23.04835,20.89319,19.69202,19.23286,0.6490983
24.18363,21.79499,19.99144,19.06751,18.57545,0.5033964
18.5028,16.83019,15.99667,15.55603,15.24637,0.05637607
26.72738,21.06334,19.24083,18.48976,17.99086,0.4448563
21.93196,20.867,19.14868,18.18987,17.74209,0.6097376
21.8502,21.64958,21.42263,21.32638,20.99967,1.10562
23.1196,21.59822,21.49428,21.69185,22.97636,-0.0002573141
20.64912,19.02378,17.87329,17.39499,17.05268,0.212641
22.82949,21.69322,20.51133,20.69468,19.89327,0.3016749
25.94338,20.44649,18.7078,18.15752,17.67582,0.3453285
25.07685,22.93181,22.06595,21.72371,20.95544,1.0006
22.3056,21.23595,20.77414,20.54451,20.34869,-2.325279e-05
22.05674,20.99574,19.22768,18.57808,18.21678,0.3846633
23.67105,20.93295,19.12139,18.47449,18.02948,0.3474667
20.05209,19.32794,18.84528,18.46562,18.41329,0.0
19.65621,17.70137,16.75868,16.35346,16.09334,0.0001099209
19.3756,18.52886,18.31359,17.97666,17.96968,0.08392091
24.02979,22.91598,22.25193,21.45502,21.49203,0.721616
24.26366,20.20365,18.63915,18.08071,17.75279,0.334591
19.35034,18.2992,17.86736,17.69134,17.60926,-0.0001682871
22.23515,21.58125,21.55311,21.50531,21.82129,0.0001373291
23.54065,21.97491,20.92299,20.00574,19.95613,0.4299615
23.81869,22.30485,22.03642,22.4103,21.31596,0.2460739
19.6257,18.18107,17.28079,16.84793,16.54774,0.1094745
17.62978,16.69768,16.39919,16.28665,16.25176,-0.00122658
23.4215,22.62918,21.09605,20.03109,19.54105,0.6102822
22.69304,22.16138,21.53116,20.52426,19.66223,0.8509971
21.87788,21.59232,21.43875,21.38245,21.59735,1.452953
26.83596,22.20165,20.96499,20.02314,19.51356,0.5867672
22.22522,20.79795,19.16461,18.48589,17.97714,0.3879278
20.31644,18.27755,17.10862,16.65219,16.27067,0.1709552
24.27547,21.40751,19.8644,18.78093,18.2103,0.0001441826
19.86018,18.32596,17.34611,16.87332,16.53182,0.1552121
26.1206,22.53738,20.81251,19.95801,19.49827,0.4691013
16.95275,15.58939,14.89109,14.52259,14.25566,0.0334759
24.48594,23.40783,22.55171,21.88015,21.62014,0.1046407
23.83456,22.06059,20.41184,19.60216,19.14109,0.5826485
26.08783,23.3573,21.59457,20.38366,19.72741,0.6590723
18.45511,17.46465,17.09226,16.96052,16.95663,-0.0003825991
21.5591,21.18932,21.0612,21.19203,21.46696,0.0004227685
22.00668,22.11746,21.74581,21.34881,21.23001,0.9354556
20.54854,18.52865,17.71038,17.31127,17.0498,0.05370934
23.6425,21.87446,20.44934,19.54058,19.33579,0.5423233
21.80555,21.00235,21.10761,21.2363,21.16588,-0.001043518
21.42189,20.01257,19.19879,18.6741,18.40731,0.1700825
25.81066,21.93044,20.12861,19.07551,18.50333,0.5498071
20.22068,18.38124,17.67311,17.2253,16.95879,0.06495393
22.52648,21.72965,19.94352,19.02792,18.54956,0.486257
20.79697,20.91219,20.91329,20.69011,20.57109,1.911495
26.14841,21.93938,20.64349,19.50184,19.19065,0.5234109
22.32998,22.49137,21.9336,21.29629,20.89968,0.883847
21.95908,22.12082,21.84713,21.6179,21.33174,1.401488
18.43343,16.97985,16.19187,15.54277,15.36545,0.1218367
23.73998,22.86137,22.5308,21.69795,22.60199,0.9508104
21.97807,20.48046,19.30223,18.82112,18.47878,0.2701849
21.74558,20.71293,20.50464,20.46222,20.182,2.412162
20.06675,19.73347,19.73182,19.35911,19.06774,0.4661376
22.98368,23.16743,20.76524,19.3257,18.7237,0.7017702
23.69263,24.08904,23.46891,21.45705,19.63268,-3.379096e-06
21.04447,20.86354,20.50262,20.32017,20.23404,1.464612
22.66972,21.65961,21.60603,21.60367,21.1049,2.555345
18.04259,17.06816,16.72166,16.59669,16.5581,4.417467e-05
24.37767,20.59817,19.17512,18.47206,18.0366,0.0002504099
23.68811,21.85481,21.90396,21.91287,22.63716,0.1004046
19.01159,17.75902,17.30302,17.06657,16.93683,0.05378762
18.93959,17.60811,17.04076,16.80363,16.65502,-0.0001870563
23.66043,22.30766,20.42249,19.42793,18.74984,0.5603527
20.42931,19.99288,20.09056,20.27702,20.3618,1.558863
20.00914,17.68946,16.71309,16.37806,16.19183,4.729499e-05
18.67975,17.77309,17.51309,17.44534,17.39822,0.0003146572
19.2878,17.70668,17.07983,16.76122,16.61457,0.02229485
20.57087,19.92451,19.80447,19.80048,19.72779,2.365151
19.66206,19.31667,19.32711,19.20947,19.16375,0.6700339
21.3479,18.98387,17.71688,17.25117,16.91954,0.1765185
22.10016,19.96906,18.56678,17.63058,17.15222,-0.0002400002
21.95991,21.31801,20.19483,19.58694,19.24754,2.104238
17.56658,16.54663,16.13301,15.90573,15.72446,0.02511231
21.08656,21.47326,20.72358,21.02044,20.73366,1.364621
19.95259,18.05235,16.9802,16.51196,16.1255,0.1238687
25.2395,23.08478,21.11605,19.62406,18.80415,0.0002261248
19.68803,17.28001,16.23243,15.82691,15.63178,0.0001018437
22.85809,21.96413,20.54387,19.2987,18.52672,0.0001222418
20.11259,19.20049,18.90154,18.77818,18.708,-0.0004095061
22.31361,20.92611,20.64952,20.56337,20.53582,2.852719
22.40253,21.29134,21.01756,20.96296,21.40788,2.796177
19.58281,19.22533,19.15991,18.90944,18.82452,0.5488214
22.21798,22.24611,20.26206,19.33575,18.74979,0.4997328
23.39269,21.96079,20.26285,19.4863,19.21747,0.4698786
20.90121,19.66176,18.64229,17.95871,17.52288,0.1940016
24.12952,22.08961,21.00504,19.88137,19.31372,0.6689432
20.24029,18.51452,17.45442,17.02666,16.66933,0.1321897
19.13581,17.1664,16.30185,15.84576,15.54092,0.07773146
22.03214,21.4266,20.9802,20.37419,19.79123,2.099016
25.32977,22.82857,20.4778,19.31573,18.65664,0.5607872
19.22458,17.57058,16.64364,16.18123,15.84241,0.1252987
22.50611,22.28353,20.58974,19.37011,19.08664,0.6233065
18.66228,17.02212,16.13141,15.65291,15.29698,0.07788005
22.38168,23.24967,21.64104,20.61097,19.92685,0.6900669
19.8425,19.80679,19.67645,19.7183,19.67022,1.044899
20.00108,20.00286,19.68625,19.90319,19.47744,0.9662185
23.67159,22.21576,20.11787,19.28355,18.91008,0.3583164
21.96245,19.88753,18.29062,17.68828,17.34309,0.3390239
21.41373,19.42179,17.87736,17.32835,16.96808,0.2796679
22.78395,22.68119,22.91708,21.5503,20.80178,0.8365074
21.30378,20.83106,20.57669,20.57932,20.52972,1.05123
19.03922,18.06044,17.73374,17.61327,17.61123,-0.0003488539
21.71943,19.76655,19.545,19.40693,19.47443,3.209733
25.90916,22.66519,20.73078,19.70442,19.00559,0.4451654
22.0966,22.02471,20.54777,19.64598,19.08047,0.5443841
21.85631,20.09768,19.30901,19.04682,18.84135,-0.0002947384
24.02802,21.07063,19.29726,18.5661,18.11753,0.4334874
19.85244,18.54179,18.0682,17.7475,17.62638,0.06392041
22.73689,21.89153,21.90507,21.91927,21.43474,-0.006863183
23.14867,22.20162,21.56795,21.0936,20.49335,0.7740263
24.24938,22.35517,20.79633,19.74178,19.29879,0.5825686
22.63512,21.94848,21.46543,21.14903,20.81783,-0.0005555457
22.90659,23.26438,21.49703,20.31867,19.51303,0.7231771
22.86429,21.21704,19.37296,18.7556,18.30414,0.360887
24.32672,22.01233,21.55617,21.48787,21.73682,-0.0007223981
21.16541,20.54946,20.35686,20.15253,20.10093,0.0002557094
22.03292,21.59241,20.35793,19.53613,19.21761,0.5183485
22.77627,22.1305,20.46853,19.74203,19.25725,0.4838502
25.89916,22.49929,20.78255,19.67637,19.26005,0.5689443
20.60261,19.15816,17.71549,17.24855,17.02736,0.09073669
20.86168,18.47311,17.01536,15.98785,15.41521,-4.195264e-07
22.39066,22.12181,20.72606,19.93818,19.68175,0.5731146
24.13099,23.08295,20.69833,19.45601,18.71492,0.6507268
20.9979,18.87133,17.52695,17.01358,16.6671,0.2037824
24.21998,23.08216,21.35811,20.34942,19.66003,0.5616193
23.17714,22.97123,21.15978,20.20184,19.65318,0.5295103
23.07196,23.34849,21.40944,20.7608,20.0043,0.4912732
24.22069,21.97473,21.39121,20.29345,19.65996,0.8321287
19.58828,17.90934,17.04127,16.61287,16.30927,0.1236369
23.83711,22.13163,20.8371,19.81563,19.60948,0.6374331
26.96759,22.11455,20.48654,19.3618,19.08283,0.5497147
23.98394,21.03745,19.50477,18.76914,18.44498,0.0001015727
24.89722,23.44208,22.18824,20.38091,20.51558,-0.0001638775
25.52997,21.24697,20.37265,19.98564,19.71207,-0.0002315077
19.63788,17.69811,16.94993,16.64609,16.47887,-8.411069e-05
24.73702,22.76486,21.049,19.99114,19.50413,0.5222022
20.2724,20.31779,20.00001,19.96322,19.88364,1.278459
20.46933,17.94312,16.84405,16.47282,16.26849,-0.0001657636
19.49195,18.37447,17.56186,17.11993,16.84118,0.2238577
18.11682,17.22541,16.95919,16.87333,16.90239,-0.0008234776
23.12943,23.11011,21.38455,20.23318,19.58964,0.5974147
23.23973,22.20114,20.61765,19.51916,18.83358,0.5381175
25.72501,23.33445,21.88865,20.50816,19.61195,7.158209e-05
21.74166,21.00794,20.85136,20.74223,20.70273,-0.000317442
23.56151,20.89746,19.9738,19.9149,19.40011,-0.0003586443
19.71367,18.48762,18.04812,17.8979,17.85832,8.303259e-06
21.83755,21.99928,21.60859,21.65111,21.7459,1.337548
20.9532,18.98117,17.88704,17.43452,17.07428,0.1470525
19.27675,18.93374,18.84072,18.98974,18.85817,0.8169194
24.53243,22.42256,20.84169,19.96217,19.47043,0.5264307
22.54634,22.68814,21.40125,20.10578,19.99403,0.7099011
20.87743,18.88245,17.76654,17.28425,16.89236,0.1356584
25.22607,20.46552,18.85498,18.17815,17.78266,0.2097893
19.37019,17.58381,16.73605,16.35971,16.08538,0.07845792
20.77728,18.55986,17.43346,16.96136,16.67863,-6.938731e-05
21.83966,21.96572,20.23863,19.13557,18.54072,0.5510753
21.85124,19.4677,18.07706,17.45544,16.97566,0.2328131
22.12716,21.29486,21.21647,21.25438,21.00792,-3.752623e-06
22.65673,26.29403,24.3849,23.48402,19.58696,2.208522
23.32651,22.8511,20.97052,19.88546,19.49754,0.5725783
21.32539,21.08954,20.61881,20.76273,20.49056,1.111595
22.3067,20.99406,19.23615,18.4675,18.02236,0.4400317
25.1345,21.82667,19.55709,18.81876,18.8145,0.3179816
22.2899,21.49157,20.50114,19.69981,19.07959,0.663005
20.66415,18.56631,17.49818,17.0204,16.68913,0.1676835
23.93732,21.08492,19.58062,18.78928,18.47801,0.4537214
20.58182,20.59775,20.58134,20.50792,20.34083,2.04149
24.16952,22.09989,20.3453,19.33178,18.7947,0.5410013
19.93076,19.0633,18.66273,18.36387,18.21897,0.1319142
20.46257,20.2613,20.14232,20.04654,20.06521,1.665791
25.33355,22.82046,21.75838,21.81503,21.13708,0.27368
23.96381,22.85234,22.75742,21.80721,21.13907,0.9294974
21.45912,21.10042,20.99966,20.79086,20.50193,1.589383
22.56583,22.40472,20.64597,19.6031,19.10871,0.570917
17.30975,16.253,15.9216,15.82675,15.81011,-2.987352e-05
20.63206,19.95991,19.83222,19.70421,19.49224,2.188642
26.04963,22.59174,21.82652,21.13934,20.7429,0.7822378
23.19767,24.64922,23.10938,22.04062,21.25858,0.7778408
23.6174,22.70511,20.79216,19.85462,19.32896,0.5294874
21.73448,21.54987,21.64754,21.98788,22.27135,0.06906182
25.74223,21.97764,20.5588,19.23174,18.57688,-7.513806e-05
21.87862,21.70244,21.2374,21.06887,20.89949,1.486157
22.91572,22.15885,20.59829,19.23853,18.54032,3.132999e-05
22.0283,21.54992,21.47984,21.27421,21.12777,1.824772
18.239,16.42966,15.68786,15.37036,15.22927,-0.0003754286
22.01863,21.76088,20.27395,19.36211,19.01273,0.5032375
26.18249,21.90182,20.05284,19.15505,18.69659,0.4816128
22.37757,21.53761,21.69112,21.21003,20.91721,-0.0005923682
22.38057,21.54394,21.05816,20.90896,21.0251,-0.0006947216
20.26884,19.33165,19.02436,18.92303,18.88109,0.0002421475
22.03607,19.32,17.6924,17.09059,16.75505,0.2995535
19.97967,17.81681,16.55252,16.06983,15.7433,0.1665653
21.56305,20.16072,19.87403,19.80834,19.75569,-0.0001088167
22.87597,22.51752,21.81936,21.24279,20.84055,0.9363767
23.0522,21.07416,19.20473,18.46536,17.98729,0.3392395
23.91912,21.62041,20.08413,19.19099,18.66092,0.6053748
20.02029,18.44383,17.71072,17.39097,17.18301,-0.0001521847
22.19619,21.33525,21.23053,21.0843,20.88643,-0.0006620922
22.5569,20.85681,19.04779,18.33503,17.88865,0.358762
21.54895,20.39652,20.15697,20.01236,20.28472,-0.0005673373
22.17638,21.55717,21.0033,20.37141,20.12235,0.6848956
24.73908,22.88155,22.40908,21.9179,22.91446,0.8425239
24.63265,21.20567,19.50083,18.80153,18.27334,0.418583
22.35626,23.30034,22.20657,20.72164,19.74596,0.8717517
22.78369,21.95656,20.18796,19.40815,19.13458,0.3499779
22.81533,21.3387,20.31811,19.59205,19.1001,0.5673669
